0.9392713,0.020242915,0.008906882,0.0,0.0,0.0,0.009716599,0.021862349
0.40963855,0.36144578,0.22891566,0.0,0.0,0.0,0.0,0.0
0.0859375,0.21875,0.46875,0.15625,0.0703125,0.0,0.0,0.0
0.024390243,0.0,0.2682927,0.36585367,0.34146342,0.0,0.0,0.0
0.025477707,0.0,0.06369427,0.1910828,0.50955415,0.14649682,0.06369427,0.0
0.0,0.0,0.0,0.0,0.30337077,0.47191012,0.21348314,0.011235955
0.15079366,0.0,0.0,0.0,0.071428575,0.17460318,0.41269842,0.1904762
0.3125,0.0,0.0,0.0,0.0,0.0,0.35,0.3375

0.0,0.0,0.3,0.1,0.2,0.1,0.25,0.05,
