0.9827198,0.0045078886,0.0045078886,0.0,0.0,0.0,0.0052592037,0.0030052592
0.53846157,0.0,0.46153846,0.0,0.0,0.0,0.0,0.0
0.06626506,0.036144577,0.8192771,0.030120483,0.042168673,0.006024096,0.0,0.0
0.07692308,0.0,0.46153846,0.0,0.46153846,0.0,0.0,0.0
0.022988506,0.0,0.03065134,0.022988506,0.8544061,0.022988506,0.04597701,0.0
0.0,0.0,0.0,0.0,0.6,0.0,0.4,0.0
0.058479533,0.0058479533,0.0,0.0,0.058479533,0.040935673,0.80701756,0.029239766
0.2,0.0,0.1,0.0,0.0,0.1,0.6,0.0

0.3,0.0,0.15,0.1,0.3,0.0,0.1,0.05,
